,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date
187528,I162084494,613,Larceny,LARCENY SHOPLIFTING,D4,133,,2016-10-15 13:34:00,2016,10,Saturday,13,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)",2016-10-15
187542,I162084480,619,Larceny,LARCENY ALL OTHERS,C11,335,,2016-10-15 12:00:00,2016,10,Saturday,12,Part One,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)",2016-10-15
187568,I162084451,617,Larceny,LARCENY THEFT FROM BUILDING,C11,348,,2016-10-15 11:15:00,2016,10,Saturday,11,Part One,DORCHESTER AVE,42.30728941,-71.05849912,"(42.30728941, -71.05849912)",2016-10-15
187578,I162084436,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2016-10-15 10:24:00,2016,10,Saturday,10,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)",2016-10-15
187584,I162084429,616,Larceny,LARCENY THEFT OF BICYCLE,C11,245,,2016-10-15 08:56:54,2016,10,Saturday,8,Part One,SUDAN ST,42.3166828,-71.05541001,"(42.31668280, -71.05541001)",2016-10-15
187600,I162084411,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-10-15 08:50:00,2016,10,Saturday,8,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)",2016-10-15
187717,I162084277,613,Larceny,LARCENY SHOPLIFTING,D4,133,,2016-10-14 18:19:00,2016,10,Friday,18,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)",2016-10-14
187723,I162084272,619,Larceny,LARCENY ALL OTHERS,D4,132,,2016-04-01 00:00:00,2016,4,Friday,0,Part One,COMMONWEALTH AVE,42.35291291,-71.07508901,"(42.35291291, -71.07508901)",2016-04-01
187737,I162084259,613,Larceny,LARCENY SHOPLIFTING,A7,17,,2016-10-14 17:00:00,2016,10,Friday,17,Part One,CHELSEA ST,42.3791237,-71.0280821,"(42.37912370, -71.02808210)",2016-10-14
187750,I162084249,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-14 16:55:00,2016,10,Friday,16,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-14
187752,I162084245,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,2016-10-14 14:15:00,2016,10,Friday,14,Part One,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)",2016-10-14
187757,I162084241,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2016-10-14 15:54:00,2016,10,Friday,15,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)",2016-10-14
187781,I162084214,613,Larceny,LARCENY SHOPLIFTING,C11,385,,2016-10-14 13:54:00,2016,10,Friday,13,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)",2016-10-14
187782,I162084213,619,Larceny,LARCENY ALL OTHERS,D14,791,,2016-08-15 15:42:00,2016,8,Monday,15,Part One,CAROL AVE,42.34497953,-71.14090626,"(42.34497953, -71.14090626)",2016-08-15
187809,I162084186,617,Larceny,LARCENY THEFT FROM BUILDING,E5,707,,2016-09-23 12:12:00,2016,9,Friday,12,Part One,WASHINGTON ST,42.26866684,-71.14904534,"(42.26866684, -71.14904534)",2016-09-23
187816,I162084181,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-14 12:19:00,2016,10,Friday,12,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)",2016-10-14
187819,I162084179,613,Larceny,LARCENY SHOPLIFTING,B2,276,,2016-10-14 13:34:00,2016,10,Friday,13,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",2016-10-14
187856,I162084141,616,Larceny,LARCENY THEFT OF BICYCLE,E13,573,,2016-10-14 12:10:00,2016,10,Friday,12,Part One,BARTLETT SQ,42.31035574,-71.10688559,"(42.31035574, -71.10688559)",2016-10-14
187879,I162084121,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2016-10-14 11:02:00,2016,10,Friday,11,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)",2016-10-14
187884,I162084114,617,Larceny,LARCENY THEFT FROM BUILDING,A1,125,,2016-10-14 10:23:00,2016,10,Friday,10,Part One,ARLINGTON ST,42.3487385,-71.06940965,"(42.34873850, -71.06940965)",2016-10-14
187897,I162084098,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2016-10-06 09:30:00,2016,10,Thursday,9,Part One,WINTER ST,42.35554806,-71.0607314,"(42.35554806, -71.06073140)",2016-10-06
187913,I162084078,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-10-14 07:34:00,2016,10,Friday,7,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-10-14
187941,I162084049,611,Larceny,LARCENY PICK-POCKET,D4,624,,2016-10-14 00:10:00,2016,10,Friday,0,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)",2016-10-14
187951,I162084038,617,Larceny,LARCENY THEFT FROM BUILDING,C11,390,,2016-10-13 20:29:00,2016,10,Thursday,20,Part One,GALLIVAN BLVD,42.28195204,-71.05908131,"(42.28195204, -71.05908131)",2016-10-13
187957,I162084033,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,B3,459,,2016-10-13 22:35:00,2016,10,Thursday,22,Part One,GLENARM ST,42.30345952,-71.08134184,"(42.30345952, -71.08134184)",2016-10-13
187976,I162084017,619,Larceny,LARCENY ALL OTHERS,B2,280,,2016-10-13 21:59:00,2016,10,Thursday,21,Part One,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)",2016-10-13
187989,I162084007,616,Larceny,LARCENY THEFT OF BICYCLE,A1,65,,2016-10-13 20:00:00,2016,10,Thursday,20,Part One,BLOSSOM ST,42.36314768,-71.06689355,"(42.36314768, -71.06689355)",2016-10-13
187990,I162084006,613,Larceny,LARCENY SHOPLIFTING,A1,113,,2016-10-13 20:24:00,2016,10,Thursday,20,Part One,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)",2016-10-13
188011,I162083984,611,Larceny,LARCENY PICK-POCKET,D4,162,,2016-10-13 17:00:00,2016,10,Thursday,17,Part One,WASHINGTON ST,42.34617634,-71.06471061,"(42.34617634, -71.06471061)",2016-10-13
188044,I162083958,616,Larceny,LARCENY THEFT OF BICYCLE,D4,143,,2016-10-13 11:00:00,2016,10,Thursday,11,Part One,BOYLSTON ST,42.34815229,-71.08450821,"(42.34815229, -71.08450821)",2016-10-13
188045,I162083957,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-13 17:55:00,2016,10,Thursday,17,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-13
188046,I162083956,619,Larceny,LARCENY ALL OTHERS,D4,151,,2016-10-13 18:15:00,2016,10,Thursday,18,Part One,CHANDLER ST,42.34639439,-71.07309868,"(42.34639439, -71.07309868)",2016-10-13
188048,I162083953,619,Larceny,LARCENY ALL OTHERS,B2,293,,2016-10-13 18:12:00,2016,10,Thursday,18,Part One,WASHINGTON ST,42.32555182,-71.08797386,"(42.32555182, -71.08797386)",2016-10-13
188054,I162083945,617,Larceny,LARCENY THEFT FROM BUILDING,D14,794,,2016-10-13 15:46:00,2016,10,Thursday,15,Part One,RADCLIFFE RD,42.35085449,-71.13408859,"(42.35085449, -71.13408859)",2016-10-13
188064,I162083935,616,Larceny,LARCENY THEFT OF BICYCLE,B2,901,,2016-10-13 16:50:00,2016,10,Thursday,16,Part One,SMITH ST,42.33310987,-71.09704528,"(42.33310987, -71.09704528)",2016-10-13
188070,I162083928,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-10-13 03:25:00,2016,10,Thursday,3,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-10-13
188071,I162083927,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-10-13 03:32:00,2016,10,Thursday,3,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-10-13
188073,I162083925,616,Larceny,LARCENY THEFT OF BICYCLE,B3,427,,2016-10-05 16:00:00,2016,10,Wednesday,16,Part One,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)",2016-10-05
188081,I162083918,617,Larceny,LARCENY THEFT FROM BUILDING,B3,458,,2016-10-09 16:30:00,2016,10,Sunday,16,Part One,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)",2016-10-09
188087,I162083909,619,Larceny,LARCENY ALL OTHERS,B2,585,,2016-09-26 17:40:00,2016,9,Monday,17,Part One,PARKER HILL AVE,42.32947458,-71.10442024,"(42.32947458, -71.10442024)",2016-09-26
188113,I162083879,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-13 12:55:00,2016,10,Thursday,12,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-10-13
188117,I162083875,617,Larceny,LARCENY THEFT FROM BUILDING,D4,133,,2016-10-13 11:08:00,2016,10,Thursday,11,Part One,ARLINGTON ST,42.35287295,-71.07118968,"(42.35287295, -71.07118968)",2016-10-13
188141,I162083843,619,Larceny,LARCENY ALL OTHERS,D4,179,,2016-10-13 11:04:00,2016,10,Thursday,11,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",2016-10-13
188150,I162083833,619,Larceny,LARCENY ALL OTHERS,B2,296,,2016-10-13 10:30:00,2016,10,Thursday,10,Part One,MORELAND ST,42.32396839,-71.07919432,"(42.32396839, -71.07919432)",2016-10-13
188185,I162083800,613,Larceny,LARCENY SHOPLIFTING,D4,161,,2017-04-17 15:30:00,2017,4,Monday,15,Part One,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)",2017-04-17
188202,I162083783,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-10-13 02:51:00,2016,10,Thursday,2,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-10-13
188221,I162083760,619,Larceny,LARCENY ALL OTHERS,C11,817,,2016-10-12 21:32:00,2016,10,Wednesday,21,Part One,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)",2016-10-12
188223,I162083758,613,Larceny,LARCENY SHOPLIFTING,D14,769,,2016-10-12 21:15:00,2016,10,Wednesday,21,Part One,MARKET ST,42.35441899,-71.15018788,"(42.35441899, -71.15018788)",2016-10-12
188236,I162083744,619,Larceny,LARCENY ALL OTHERS,A15,50,,2016-10-12 19:57:00,2016,10,Wednesday,19,Part One,CAMBRIDGE ST,42.38222195,-71.08031197,"(42.38222195, -71.08031197)",2016-10-12
188237,I162083743,619,Larceny,LARCENY ALL OTHERS,B2,276,,2016-10-12 18:59:00,2016,10,Wednesday,18,Part One,DEWITT DR,42.33271001,-71.08502496,"(42.33271001, -71.08502496)",2016-10-12
188256,I162083723,619,Larceny,LARCENY ALL OTHERS,C11,935,,2016-10-03 09:00:00,2016,10,Monday,9,Part One,DORCHESTER AVE,42.27273548,-71.06792411,"(42.27273548, -71.06792411)",2016-10-03
188266,I162083713,617,Larceny,LARCENY THEFT FROM BUILDING,B2,276,,2016-10-12 19:14:00,2016,10,Wednesday,19,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",2016-10-12
188272,I162083707,613,Larceny,LARCENY SHOPLIFTING,B2,239,,2016-10-12 14:20:00,2016,10,Wednesday,14,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)",2016-10-12
188276,I162083703,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-12 17:00:00,2016,10,Wednesday,17,Part One,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)",2016-10-12
188282,I162083697,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-11 19:00:00,2016,10,Tuesday,19,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-11
188292,I162083693,616,Larceny,LARCENY THEFT OF BICYCLE,D4,624,,2016-10-10 20:00:00,2016,10,Monday,20,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",2016-10-10
188296,I162083688,619,Larceny,LARCENY ALL OTHERS,E18,495,,2016-10-05 13:00:00,2016,10,Wednesday,13,Part One,ARLINGTON ST,42.2620357,-71.11934704,"(42.26203570, -71.11934704)",2016-10-05
188301,I162083685,613,Larceny,LARCENY SHOPLIFTING,C6,213,,2016-10-12 17:09:00,2016,10,Wednesday,17,Part One,W BROADWAY,42.336112,-71.04665434,"(42.33611200, -71.04665434)",2016-10-12
188302,I162083684,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2016-09-19 16:00:00,2016,9,Monday,16,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)",2016-09-19
188321,I162083669,617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,2016-10-12 16:00:00,2016,10,Wednesday,16,Part One,BRIGHTON AVE,42.35222125,-71.12607167,"(42.35222125, -71.12607167)",2016-10-12
188325,I162083664,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2016-10-12 16:41:00,2016,10,Wednesday,16,Part One,WASHINGTON ST,42.35456406,-71.06147418,"(42.35456406, -71.06147418)",2016-10-12
188338,I162083649,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,2016-10-01 23:00:00,2016,10,Saturday,23,Part One,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)",2016-10-01
188343,I162083645,617,Larceny,LARCENY THEFT FROM BUILDING,A1, ,,2016-10-12 15:02:00,2016,10,Wednesday,15,Part One,,,,"(0.00000000, 0.00000000)",2016-10-12
188353,I162083637,613,Larceny,LARCENY SHOPLIFTING,C11,248,,2016-10-12 10:35:00,2016,10,Wednesday,10,Part One,DORCHESTER AVE,42.31322413,-71.05715277,"(42.31322413, -71.05715277)",2016-10-12
188354,I162083636,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-12 15:01:00,2016,10,Wednesday,15,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-12
188357,I162083633,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,2016-10-10 23:00:00,2016,10,Monday,23,Part One,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)",2016-10-10
188361,I162083630,619,Larceny,LARCENY ALL OTHERS,E13,639,,2016-10-12 14:45:00,2016,10,Wednesday,14,Part One,SPRING PARK AVE,42.31729447,-71.11157759,"(42.31729447, -71.11157759)",2016-10-12
188373,I162083615,619,Larceny,LARCENY ALL OTHERS,B3,428,,2016-10-12 14:46:00,2016,10,Wednesday,14,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2016-10-12
188380,I162083609,617,Larceny,LARCENY THEFT FROM BUILDING,B3,468,,2016-09-29 00:00:00,2016,9,Thursday,0,Part One,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)",2016-09-29
188387,I162083604,617,Larceny,LARCENY THEFT FROM BUILDING,A7,14,,2016-10-11 00:00:00,2016,10,Tuesday,0,Part One,BYRON ST,42.38370866,-71.01645416,"(42.38370866, -71.01645416)",2016-10-11
188400,I162083586,619,Larceny,LARCENY ALL OTHERS,B2,182,,2016-10-12 13:11:00,2016,10,Wednesday,13,Part One,ALBION ST,42.3220384,-71.07140396,"(42.32203840, -71.07140396)",2016-10-12
188407,I162083577,617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,2016-10-05 10:00:00,2016,10,Wednesday,10,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)",2016-10-05
188411,I162083572,617,Larceny,LARCENY THEFT FROM BUILDING,E18,521,,2016-10-12 12:10:00,2016,10,Wednesday,12,Part One,RIVER ST,42.25592648,-71.12317207,"(42.25592648, -71.12317207)",2016-10-12
188418,I162083563,617,Larceny,LARCENY THEFT FROM BUILDING,C6,913,,2016-10-11 13:28:00,2016,10,Tuesday,13,Part One,MOUNT VERNON ST,42.31931497,-71.04631265,"(42.31931497, -71.04631265)",2016-10-11
188423,I162083558,613,Larceny,LARCENY SHOPLIFTING,D4,619,,2016-10-12 11:00:00,2016,10,Wednesday,11,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)",2016-10-12
188455,I162083526,619,Larceny,LARCENY ALL OTHERS,E13,572,,2016-10-11 20:01:00,2016,10,Tuesday,20,Part One,SCHOOL ST,42.31371714,-71.09819051,"(42.31371714, -71.09819051)",2016-10-11
188485,I162083494,617,Larceny,LARCENY THEFT FROM BUILDING,C11,385,,2016-10-11 21:00:00,2016,10,Tuesday,21,Part One,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)",2016-10-11
188497,I162083484,619,Larceny,LARCENY ALL OTHERS,D4, ,,2016-10-11 23:30:00,2016,10,Tuesday,23,Part One,,,,"(0.00000000, 0.00000000)",2016-10-11
188533,I162083442,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-10-11 17:02:00,2016,10,Tuesday,17,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-10-11
188558,I162083419,619,Larceny,LARCENY ALL OTHERS,B2,291,,2016-10-11 19:03:00,2016,10,Tuesday,19,Part One,HIGHLAND AVE,42.32910458,-71.09292261,"(42.32910458, -71.09292261)",2016-10-11
188561,I162083416,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2016-10-11 18:25:00,2016,10,Tuesday,18,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)",2016-10-11
188564,I162083412,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-11 17:43:00,2016,10,Tuesday,17,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-10-11
188570,I162083403,619,Larceny,LARCENY ALL OTHERS,B2,611,,2016-10-11 18:32:00,2016,10,Tuesday,18,Part One,KEMPTON ST,42.33452184,-71.10774628,"(42.33452184, -71.10774628)",2016-10-11
188588,I162083387,617,Larceny,LARCENY THEFT FROM BUILDING,B2,311,,2016-10-08 13:30:00,2016,10,Saturday,13,Part One,WARREN ST,42.31812038,-71.08188751,"(42.31812038, -71.08188751)",2016-10-08
188593,I162083382,619,Larceny,LARCENY ALL OTHERS,B2,292,,2016-10-11 17:49:00,2016,10,Tuesday,17,Part One,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)",2016-10-11
188595,I162083380,619,Larceny,LARCENY ALL OTHERS,E18,784,,2016-10-11 17:45:00,2016,10,Tuesday,17,Part One,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)",2016-10-11
188596,I162083379,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2016-10-11 17:17:00,2016,10,Tuesday,17,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2016-10-11
188608,I162083370,619,Larceny,LARCENY ALL OTHERS,A7,29,,2016-10-11 17:00:00,2016,10,Tuesday,17,Part One,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",2016-10-11
188611,I162083367,619,Larceny,LARCENY ALL OTHERS,C11,335,,2016-10-11 16:09:00,2016,10,Tuesday,16,Part One,BOWDOIN ST,42.30703835,-71.06615319,"(42.30703835, -71.06615319)",2016-10-11
188613,I162083363,619,Larceny,LARCENY ALL OTHERS,A1,115,,2016-10-08 02:30:00,2016,10,Saturday,2,Part One,LINCOLN ST,42.35043297,-71.05873158,"(42.35043297, -71.05873158)",2016-10-08
188616,I162083360,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2016-10-11 15:47:00,2016,10,Tuesday,15,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",2016-10-11
188617,I162083359,619,Larceny,LARCENY ALL OTHERS,E13,576,,2016-10-10 16:00:00,2016,10,Monday,16,Part One,GERMANIA ST,42.3143167,-71.10309424,"(42.31431670, -71.10309424)",2016-10-10
188620,I162083355,619,Larceny,LARCENY ALL OTHERS,D4,154,,2016-10-11 16:31:00,2016,10,Tuesday,16,Part One,TREMONT ST,42.3411289,-71.07692951,"(42.34112890, -71.07692951)",2016-10-11
188633,I162083343,619,Larceny,LARCENY ALL OTHERS,D4,146,,2016-10-08 12:20:00,2016,10,Saturday,12,Part One,HUNTINGTON AVE,42.3473098,-71.07915167,"(42.34730980, -71.07915167)",2016-10-08
188635,I162083341,617,Larceny,LARCENY THEFT FROM BUILDING,D14,802,,2016-10-08 09:09:00,2016,10,Saturday,9,Part One,HARVARD AVE,42.35375411,-71.13225621,"(42.35375411, -71.13225621)",2016-10-08
188638,I162083339,619,Larceny,LARCENY ALL OTHERS,D4,132,,2016-03-01 00:00:00,2016,3,Tuesday,0,Part One,COMMONWEALTH AVE,42.35291291,-71.07508901,"(42.35291291, -71.07508901)",2016-03-01
188641,I162083335,619,Larceny,LARCENY ALL OTHERS,C11,352,,2016-10-11 14:49:00,2016,10,Tuesday,14,Part One,ADAMS ST,42.30171653,-71.05991401,"(42.30171653, -71.05991401)",2016-10-11
188645,I162083329,611,Larceny,LARCENY PICK-POCKET,A1,93,,2016-10-11 14:00:00,2016,10,Tuesday,14,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)",2016-10-11
188648,I162083326,613,Larceny,LARCENY SHOPLIFTING,E13,635,,2016-10-11 13:55:00,2016,10,Tuesday,13,Part One,CENTRE ST,42.31929343,-71.11178236,"(42.31929343, -71.11178236)",2016-10-11
188673,I162083297,613,Larceny,LARCENY SHOPLIFTING,A7,824,,2016-10-11 12:45:00,2016,10,Tuesday,12,Part One,EUTAW ST,42.38020764,-71.03493578,"(42.38020764, -71.03493578)",2016-10-11
188677,I162083292,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-10-11 11:55:00,2016,10,Tuesday,11,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2016-10-11
188682,I162083287,616,Larceny,LARCENY THEFT OF BICYCLE,A1,127,,2016-10-10 09:30:00,2016,10,Monday,9,Part One,TREMONT ST,42.34868544,-71.06608848,"(42.34868544, -71.06608848)",2016-10-10
188696,I162083274,613,Larceny,LARCENY SHOPLIFTING,C11,385,,2016-10-10 16:45:00,2016,10,Monday,16,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)",2016-10-10
188705,I162083264,613,Larceny,LARCENY SHOPLIFTING,D4,272,,2016-10-11 11:40:00,2016,10,Tuesday,11,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)",2016-10-11
188745,I162083220,613,Larceny,LARCENY SHOPLIFTING,B2,280,,2016-10-11 09:00:00,2016,10,Tuesday,9,Part One,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)",2016-10-11
188764,I162083201,617,Larceny,LARCENY THEFT FROM BUILDING,E13,645,,2016-10-04 12:00:00,2016,10,Tuesday,12,Part One,HARRIS AVE,42.31089604,-71.11333253,"(42.31089604, -71.11333253)",2016-10-04
188780,I162083185,611,Larceny,LARCENY PICK-POCKET,A1,116,,2016-10-11 02:16:00,2016,10,Tuesday,2,Part One,BEACH ST,42.35120708,-71.05987799,"(42.35120708, -71.05987799)",2016-10-11
188793,I162083166,617,Larceny,LARCENY THEFT FROM BUILDING,B2,606,,2016-10-10 18:00:00,2016,10,Monday,18,Part One,PARKER HILL TER,42.33149074,-71.10994687,"(42.33149074, -71.10994687)",2016-10-10
188810,I162083147,617,Larceny,LARCENY THEFT FROM BUILDING,C11,349,,2016-10-10 21:02:00,2016,10,Monday,21,Part One,ADAMS ST,42.30385443,-71.06087585,"(42.30385443, -71.06087585)",2016-10-10
188850,I162083103,617,Larceny,LARCENY THEFT FROM BUILDING,B3,446,,2016-10-10 18:43:00,2016,10,Monday,18,Part One,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)",2016-10-10
188855,I162083097,611,Larceny,LARCENY PICK-POCKET,A1,112,,2016-10-10 18:05:00,2016,10,Monday,18,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",2016-10-10
188877,I162083080,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-10-10 16:47:00,2016,10,Monday,16,Part One,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)",2016-10-10
188897,I162083057,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-10-10 15:01:00,2016,10,Monday,15,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)",2016-10-10
188912,I162083039,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2016-10-10 14:25:00,2016,10,Monday,14,Part One,BOYLSTON ST,42.3436134,-71.10130276,"(42.34361340, -71.10130276)",2016-10-10
188926,I162083023,613,Larceny,LARCENY SHOPLIFTING,A1,98,,2016-10-10 12:50:00,2016,10,Monday,12,Part One,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)",2016-10-10
188945,I162083001,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-10 12:45:00,2016,10,Monday,12,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-10-10
188957,I162082990,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-10-10 12:19:00,2016,10,Monday,12,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-10-10
